Name;Typ;Stadt;Land;Längengrad;Breitengrad;Quelle;Operator;Details
Parkplatz 1314660808;Parkplatz;Saarbrücken;Deutschland;6.9902025;49.2376795;OpenStreetMap;;"capacity: 1; fee: no"
Parkplatz 1314660809;Parkplatz;Saarbrücken;Deutschland;6.9901397;49.2376043;OpenStreetMap;;"capacity: 1; fee: no"
Parkplatz 1315547833;Parkplatz;Saarbrücken;Deutschland;7.005307;49.2271354;OpenStreetMap;;
Parkplatz 1315597095;Parkplatz;Saarbrücken;Deutschland;7.0035532;49.2366855;OpenStreetMap;;fee: no
Parkplatz 1316211260;Parkplatz;Saarbrücken;Deutschland;6.981378;49.2301753;OpenStreetMap;;
Parkplatz 1322345008;Parkplatz;Saarbrücken;Deutschland;6.9686281;49.2405287;OpenStreetMap;;
Parkplatz 1324400594;Parkplatz;Saarbrücken;Deutschland;6.9892182;49.232851;OpenStreetMap;;capacity: 4
Parkplatz 1324400595;Parkplatz;Saarbrücken;Deutschland;6.9891162;49.2329999;OpenStreetMap;;capacity: 4
Parkplatz 1324400596;Parkplatz;Saarbrücken;Deutschland;6.9886393;49.2325609;OpenStreetMap;;capacity: 2
Parkplatz 1324436959;Parkplatz;Saarbrücken;Deutschland;6.9891883;49.232908;OpenStreetMap;American Nails;capacity: 1
Parkplatz 1333768209;Parkplatz;Saarbrücken;Deutschland;6.979079;49.2336151;OpenStreetMap;Hausverwaltung Schuler GmbH;
Parkplatz 1338335437;Parkplatz;Saarbrücken;Deutschland;6.9783622;49.233709;OpenStreetMap;;capacity: 3
Parkplatz 1338335439;Parkplatz;Saarbrücken;Deutschland;6.9788049;49.2344278;OpenStreetMap;Stadtwerke Saarbrücken;
Parkplatz 1342674776;Parkplatz;Saarbrücken;Deutschland;6.9730967;49.2338753;OpenStreetMap;;capacity: 6
Parkplatz 1342674777;Parkplatz;Saarbrücken;Deutschland;6.9736935;49.233862;OpenStreetMap;;
Parkplatz 1342674778;Parkplatz;Saarbrücken;Deutschland;6.9736434;49.2340483;OpenStreetMap;;
Parkplatz 1346744799;Parkplatz;Saarbrücken;Deutschland;6.989222;49.2321679;OpenStreetMap;;
Parkplatz 1346978782;Parkplatz;Saarbrücken;Deutschland;6.9963703;49.2284666;OpenStreetMap;;
Parkplatz 1346978788;Parkplatz;Saarbrücken;Deutschland;6.9966898;49.2273596;OpenStreetMap;;
Parkplatz 1346978790;Parkplatz;Saarbrücken;Deutschland;6.9992015;49.2266109;OpenStreetMap;;
Parkplatz 1346978791;Parkplatz;Saarbrücken;Deutschland;6.9989669;49.2265446;OpenStreetMap;;capacity: 2
Parkplatz 1346978792;Parkplatz;Saarbrücken;Deutschland;6.9992724;49.2262732;OpenStreetMap;;
Parkplatz 1347177846;Parkplatz;Saarbrücken;Deutschland;6.9959394;49.228568;OpenStreetMap;;fee: no
Parkplatz 1347177847;Parkplatz;Saarbrücken;Deutschland;6.9977238;49.2268878;OpenStreetMap;;capacity: 2
Parkplatz 1348507432;Parkplatz;Saarbrücken;Deutschland;6.9989148;49.2318513;OpenStreetMap;;"capacity: 2; fee: no"
Parkplatz 1351868095;Parkplatz;Saarbrücken;Deutschland;6.9967242;49.2333955;OpenStreetMap;;
Parkplatz 1351920906;Parkplatz;Saarbrücken;Deutschland;7.0023281;49.229852;OpenStreetMap;;
Parkplatz 1352666466;Parkplatz;Saarbrücken;Deutschland;6.9897725;49.2263606;OpenStreetMap;;fee: no
Parkplatz 1353842701;Parkplatz;Saarbrücken;Deutschland;6.9895635;49.2261485;OpenStreetMap;;
Parkplatz 1354808781;Parkplatz;Saarbrücken;Deutschland;6.9678122;49.2550582;OpenStreetMap;;
Parkplatz 1356032147;Parkplatz;Saarbrücken;Deutschland;6.9899896;49.2383983;OpenStreetMap;;fee: no
Parkplatz 1356729950;Parkplatz;Saarbrücken;Deutschland;7.0067435;49.2433904;OpenStreetMap;;
Parkplatz 1356729954;Parkplatz;Saarbrücken;Deutschland;7.0067821;49.2434872;OpenStreetMap;;
Parkplatz 1356729956;Parkplatz;Saarbrücken;Deutschland;7.0069725;49.2435196;OpenStreetMap;;capacity: 5
Parkplatz 1356729961;Parkplatz;Saarbrücken;Deutschland;7.0064959;49.2432558;OpenStreetMap;;capacity: 7
Parkplatz 1357855015;Parkplatz;Saarbrücken;Deutschland;6.9885338;49.2375848;OpenStreetMap;;fee: no
Parkplatz 1357855016;Parkplatz;Saarbrücken;Deutschland;6.9883689;49.2374201;OpenStreetMap;;fee: no
Parkplatz 1359108360;Parkplatz;Saarbrücken;Deutschland;6.9578394;49.2430254;OpenStreetMap;;capacity: 7
Parkplatz 1359249654;Parkplatz;Saarbrücken;Deutschland;6.9540871;49.2532173;OpenStreetMap;;
Parkplatz 1359698938;Parkplatz;Saarbrücken;Deutschland;6.9912174;49.2293176;OpenStreetMap;;capacity: 3
Parkplatz 1360184436;Parkplatz;Saarbrücken;Deutschland;6.9825798;49.2471616;OpenStreetMap;;
Parkplatz 1370936716;Parkplatz;Saarbrücken;Deutschland;6.989517;49.2379755;OpenStreetMap;;fee: no
Parkplatz 1374298462;Parkplatz;Saarbrücken;Deutschland;6.9885855;49.2269548;OpenStreetMap;;capacity: 4
Parkplatz 1375645237;Parkplatz;Saarbrücken;Deutschland;6.9889874;49.233841;OpenStreetMap;;
Parkplatz 1376999268;Parkplatz;Saarbrücken;Deutschland;6.9670237;49.2518331;OpenStreetMap;;
Parkplatz 1376999271;Parkplatz;Saarbrücken;Deutschland;6.9671954;49.2516511;OpenStreetMap;;capacity: 7
Parkplatz 1376999272;Parkplatz;Saarbrücken;Deutschland;6.9673009;49.2515418;OpenStreetMap;;capacity: 2
Parkplatz 1377000721;Parkplatz;Saarbrücken;Deutschland;6.9673832;49.2514556;OpenStreetMap;;capacity: 2
Parkplatz 1377089802;Parkplatz;Saarbrücken;Deutschland;6.9633367;49.2529051;OpenStreetMap;;
Parkplatz 1381223091;Parkplatz;Saarbrücken;Deutschland;6.9861075;49.232146;OpenStreetMap;;
Parkplatz 1382383681;Parkplatz;Saarbrücken;Deutschland;6.9668292;49.2393141;OpenStreetMap;;
Parkplatz 1382383683;Parkplatz;Saarbrücken;Deutschland;6.9654163;49.2389907;OpenStreetMap;;fee: no
Parkplatz 1382627070;Parkplatz;Saarbrücken;Deutschland;6.9765963;49.2336578;OpenStreetMap;Salon Isolde Wichter;capacity: 1
Parkplatz 1383063815;Parkplatz;Saarbrücken;Deutschland;7.004098;49.2336147;OpenStreetMap;;fee: yes
Parkplatz 1384482132;Parkplatz;Saarbrücken;Deutschland;6.9711519;49.2308297;OpenStreetMap;JHZS;
Parkplatz 1384482144;Parkplatz;Saarbrücken;Deutschland;6.965924;49.2316093;OpenStreetMap;;
Parkplatz 1384482147;Parkplatz;Saarbrücken;Deutschland;6.9659132;49.2312433;OpenStreetMap;;
Parkplatz 1384482155;Parkplatz;Saarbrücken;Deutschland;6.9753101;49.2312038;OpenStreetMap;;
Parkplatz 1384482162;Parkplatz;Saarbrücken;Deutschland;6.9720456;49.2308495;OpenStreetMap;;
Parkplatz 1384801650;Parkplatz;Saarbrücken;Deutschland;6.9983714;49.2379357;OpenStreetMap;;"capacity: 1; fee: no"
Parkplatz 1384801651;Parkplatz;Saarbrücken;Deutschland;6.9987275;49.2378216;OpenStreetMap;;fee: no
Parkplatz 1387074446;Parkplatz;Saarbrücken;Deutschland;6.9730397;49.2341246;OpenStreetMap;;capacity: 7
Parkplatz 1387086775;Parkplatz;Saarbrücken;Deutschland;6.9679469;49.230834;OpenStreetMap;;capacity: 4
Parkplatz 1388114436;Parkplatz;Saarbrücken;Deutschland;6.9546095;49.2396476;OpenStreetMap;VSE NET;
Fahrradparkplatz 354614820;Fahrradparkplatz;Saarbrücken;Deutschland;6.9947457;49.2342175;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 744700062;Fahrradparkplatz;Saarbrücken;Deutschland;7.0005062;49.2338378;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 744700066;Fahrradparkplatz;Saarbrücken;Deutschland;7.0012655;49.2342896;OpenStreetMap;;"capacity: 40; fee: no"
Fahrradparkplatz 817556564;Fahrradparkplatz;Saarbrücken;Deutschland;6.9961715;49.2325164;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 831751505;Fahrradparkplatz;Saarbrücken;Deutschland;6.9985955;49.2361301;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 833367125;Fahrradparkplatz;Saarbrücken;Deutschland;7.0005554;49.2343837;OpenStreetMap;;"capacity: 36; fee: no"
Fahrradparkplatz 1290969907;Fahrradparkplatz;Saarbrücken;Deutschland;6.9967409;49.2336086;OpenStreetMap;;"capacity: 20; fee: no"
Fahrradparkplatz 1373495855;Fahrradparkplatz;Saarbrücken;Deutschland;6.9949179;49.2318573;OpenStreetMap;;"capacity: 16; fee: no"
Fahrradparkplatz 1377626974;Fahrradparkplatz;Saarbrücken;Deutschland;7.0007303;49.2313994;OpenStreetMap;;"capacity: 7; fee: no"
Fahrradparkplatz 1384752661;Fahrradparkplatz;Saarbrücken;Deutschland;7.0057674;49.2304768;OpenStreetMap;EDEKA Lonsdorfer;"capacity: 24; fee: no"
Fahrradparkplatz 2039755429;Fahrradparkplatz;Saarbrücken;Deutschland;6.987355;49.2378513;OpenStreetMap;;"capacity: 24; fee: no"
Fahrradparkplatz 2550226566;Fahrradparkplatz;Saarbrücken;Deutschland;6.9936112;49.2343343;OpenStreetMap;;capacity: 12
Fahrradparkplatz 2625936844;Fahrradparkplatz;Saarbrücken;Deutschland;6.995071;49.2344438;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 2902874771;Fahrradparkplatz;Saarbrücken;Deutschland;7.0066382;49.2327186;OpenStreetMap;;"capacity: 9; fee: no"
Fahrradparkplatz 2902874775;Fahrradparkplatz;Saarbrücken;Deutschland;7.0008375;49.2245886;OpenStreetMap;;"capacity: 2; fee: no"
Fahrradparkplatz 2902878202;Fahrradparkplatz;Saarbrücken;Deutschland;7.0083142;49.232424;OpenStreetMap;;capacity: 6
Fahrradparkplatz 2902919896;Fahrradparkplatz;Saarbrücken;Deutschland;7.008174;49.2233157;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 2902919897;Fahrradparkplatz;Saarbrücken;Deutschland;7.0081089;49.2234576;OpenStreetMap;;"capacity: 5; fee: no"
Fahrradparkplatz 3453824172;Fahrradparkplatz;Saarbrücken;Deutschland;6.9975551;49.2351781;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 3453824176;Fahrradparkplatz;Saarbrücken;Deutschland;6.9965529;49.2350166;OpenStreetMap;;"capacity: 10; fee: no"
e Ladesäule;E-Bike Ladestation;Saarbrücken;Deutschland;6.9906742;49.2428831;OpenStreetMap;Energie SaarLorLux AG;capacity: 2
DB Call a Bike „fix“ am ICE-Bahnhof;Fahrradverleih;Saarbrücken;Deutschland;6.9907986;49.2404705;OpenStreetMap;Deutsche Bahn Connect GmbH;capacity: 10
Fahrradparkplatz 3832364071;Fahrradparkplatz;Saarbrücken;Deutschland;6.983407;49.2360398;OpenStreetMap;;capacity: 6
Fahrradladestation;E-Bike Ladestation;Saarbrücken;Deutschland;6.9963016;49.2342036;OpenStreetMap;"Landeshauptstadt Saarbrücken;energie SaarLorLux";"capacity: 12; fee: yes"
E-Bike Ladestation 4181957867;E-Bike Ladestation;Saarbrücken;Deutschland;6.9858248;49.2360429;OpenStreetMap;energis;capacity: 2
Fahrradparkplatz 4219077704;Fahrradparkplatz;Saarbrücken;Deutschland;7.006201;49.2299993;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 4219077705;Fahrradparkplatz;Saarbrücken;Deutschland;7.0068671;49.2311435;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 4219077706;Fahrradparkplatz;Saarbrücken;Deutschland;7.0067853;49.2311577;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 4223505482;Fahrradparkplatz;Saarbrücken;Deutschland;6.9637329;49.2313843;OpenStreetMap;Calypso;"capacity: 16; fee: no"
Fahrradparkplatz 4227012576;Fahrradparkplatz;Saarbrücken;Deutschland;6.9817391;49.2393131;OpenStreetMap;CineStar;"capacity: 6; fee: no"
Fahrradparkplatz 4237305258;Fahrradparkplatz;Saarbrücken;Deutschland;7.0092047;49.2296837;OpenStreetMap;;"capacity: 5; fee: no"
Fahrradparkplatz 4239757253;Fahrradparkplatz;Saarbrücken;Deutschland;7.0075434;49.2298362;OpenStreetMap;;"capacity: 2; fee: no"
Fahrradparkplatz 4239757254;Fahrradparkplatz;Saarbrücken;Deutschland;7.0073528;49.2298648;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 4239757255;Fahrradparkplatz;Saarbrücken;Deutschland;7.0067136;49.2300219;OpenStreetMap;Rad-Salon;"capacity: 4; fee: no"
Fahrradparkplatz 4312138581;Fahrradparkplatz;Saarbrücken;Deutschland;6.9902846;49.242173;OpenStreetMap;;"capacity: 24; fee: no"
Fahrradparkplatz 4312177019;Fahrradparkplatz;Saarbrücken;Deutschland;6.9907244;49.2427981;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5073803140;Fahrradparkplatz;Saarbrücken;Deutschland;7.0087098;49.2295773;OpenStreetMap;;"capacity: 16; fee: no"
Fahrradparkplatz 5156614105;Fahrradparkplatz;Saarbrücken;Deutschland;6.9898351;49.2429623;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5156614106;Fahrradparkplatz;Saarbrücken;Deutschland;6.9893794;49.2430109;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5207273979;Fahrradparkplatz;Saarbrücken;Deutschland;6.9953256;49.2366067;OpenStreetMap;;"capacity: 5; fee: no"
Fahrradparkplatz 5207273980;Fahrradparkplatz;Saarbrücken;Deutschland;6.9963955;49.2361872;OpenStreetMap;;"capacity: 9; fee: no"
Fahrradparkplatz 5207273981;Fahrradparkplatz;Saarbrücken;Deutschland;6.9972966;49.2350456;OpenStreetMap;;capacity: 3
Fahrradparkplatz 5207273982;Fahrradparkplatz;Saarbrücken;Deutschland;7.0078782;49.2310482;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5217620080;Fahrradparkplatz;Saarbrücken;Deutschland;7.0064585;49.2487652;OpenStreetMap;;
Fahrradparkplatz 5218333427;Fahrradparkplatz;Saarbrücken;Deutschland;6.9979078;49.2381456;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5231177082;Fahrradparkplatz;Saarbrücken;Deutschland;7.0062959;49.2499787;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 5237875901;Fahrradparkplatz;Saarbrücken;Deutschland;6.9907649;49.2391794;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5237875902;Fahrradparkplatz;Saarbrücken;Deutschland;6.9902715;49.2386816;OpenStreetMap;;"capacity: 14; fee: no"
Fahrradparkplatz 5237875905;Fahrradparkplatz;Saarbrücken;Deutschland;6.9898421;49.2384928;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5248792780;Fahrradparkplatz;Saarbrücken;Deutschland;6.9891937;49.2380374;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5248804215;Fahrradparkplatz;Saarbrücken;Deutschland;6.9927812;49.23744;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5248804216;Fahrradparkplatz;Saarbrücken;Deutschland;6.9908148;49.2395396;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5251024903;Fahrradparkplatz;Saarbrücken;Deutschland;7.0086932;49.2294608;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5254944205;Fahrradparkplatz;Saarbrücken;Deutschland;7.0055818;49.2300781;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5257798440;Fahrradparkplatz;Saarbrücken;Deutschland;7.0047026;49.2324392;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 5258210498;Fahrradparkplatz;Saarbrücken;Deutschland;6.9962244;49.2346957;OpenStreetMap;;"capacity: 48; fee: no"
Fahrradparkplatz 5280135567;Fahrradparkplatz;Saarbrücken;Deutschland;6.9883942;49.2333051;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5280135568;Fahrradparkplatz;Saarbrücken;Deutschland;6.9880684;49.2330782;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5401814730;Fahrradparkplatz;Saarbrücken;Deutschland;6.998271;49.2302363;OpenStreetMap;;"capacity: 40; fee: no"
Fahrradparkplatz 5419416430;Fahrradparkplatz;Saarbrücken;Deutschland;7.0036369;49.2347719;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5425527856;Fahrradparkplatz;Saarbrücken;Deutschland;6.994656;49.2363862;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5434558016;Fahrradparkplatz;Saarbrücken;Deutschland;7.0050344;49.2373498;OpenStreetMap;;"capacity: 14; fee: no"
Fahrradparkplatz 5463190115;Fahrradparkplatz;Saarbrücken;Deutschland;6.9947606;49.2294051;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5463190621;Fahrradparkplatz;Saarbrücken;Deutschland;6.9909738;49.2303362;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5463190623;Fahrradparkplatz;Saarbrücken;Deutschland;6.9918867;49.2306554;OpenStreetMap;;"capacity: 18; fee: no"
Fahrradparkplatz 5463190624;Fahrradparkplatz;Saarbrücken;Deutschland;6.9915131;49.2307405;OpenStreetMap;;"capacity: 24; fee: no"
E-Bike Ladestation 5463203134;E-Bike Ladestation;Saarbrücken;Deutschland;6.9914836;49.2307066;OpenStreetMap;Regionalverband Saarbrücken;"capacity: 8; fee: no"
Fahrradparkplatz 5463333223;Fahrradparkplatz;Saarbrücken;Deutschland;7.0050502;49.2263773;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5463333224;Fahrradparkplatz;Saarbrücken;Deutschland;7.0061235;49.2259987;OpenStreetMap;;"capacity: 5; fee: no"
Fahrradparkplatz 5467990282;Fahrradparkplatz;Saarbrücken;Deutschland;6.9996271;49.2274748;OpenStreetMap;;"capacity: 15; fee: no"
Fahrradparkplatz 5485507668;Fahrradparkplatz;Saarbrücken;Deutschland;6.9975276;49.2320414;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 5485554511;Fahrradparkplatz;Saarbrücken;Deutschland;7.0048148;49.2273882;OpenStreetMap;;"capacity: 3; fee: no"
Fahrradparkplatz 5497850937;Fahrradparkplatz;Saarbrücken;Deutschland;6.9937502;49.2344411;OpenStreetMap;;capacity: 12
Fahrradparkplatz 5497850959;Fahrradparkplatz;Saarbrücken;Deutschland;6.9941064;49.2347064;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5497850967;Fahrradparkplatz;Saarbrücken;Deutschland;6.9946351;49.2348854;OpenStreetMap;;capacity: 6
Fahrradparkplatz 5497850972;Fahrradparkplatz;Saarbrücken;Deutschland;6.9962087;49.2342255;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 5497850973;Fahrradparkplatz;Saarbrücken;Deutschland;6.996158;49.2345428;OpenStreetMap;;"capacity: 16; fee: no"
Fahrradparkplatz 5497850976;Fahrradparkplatz;Saarbrücken;Deutschland;6.9952643;49.2338346;OpenStreetMap;;"capacity: 16; fee: no"
Fahrradparkplatz 5497850977;Fahrradparkplatz;Saarbrücken;Deutschland;6.9952568;49.2339192;OpenStreetMap;;"capacity: 14; fee: no"
Fahrradparkplatz 5499707496;Fahrradparkplatz;Saarbrücken;Deutschland;7.0050082;49.2268282;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5499718650;Fahrradparkplatz;Saarbrücken;Deutschland;6.9899885;49.2341365;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5500197737;Fahrradparkplatz;Saarbrücken;Deutschland;6.988381;49.2396971;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5500197738;Fahrradparkplatz;Saarbrücken;Deutschland;6.9885481;49.2396355;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5500197767;Fahrradparkplatz;Saarbrücken;Deutschland;6.9895643;49.2392735;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5500197790;Fahrradparkplatz;Saarbrücken;Deutschland;6.9895779;49.2382637;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5500197794;Fahrradparkplatz;Saarbrücken;Deutschland;6.9894523;49.2381159;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5500197799;Fahrradparkplatz;Saarbrücken;Deutschland;6.9903758;49.2369274;OpenStreetMap;;"capacity: 22; fee: no"
Fahrradparkplatz 5500197805;Fahrradparkplatz;Saarbrücken;Deutschland;6.9912343;49.236524;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5500197806;Fahrradparkplatz;Saarbrücken;Deutschland;6.9913106;49.236481;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5500197828;Fahrradparkplatz;Saarbrücken;Deutschland;6.9925751;49.2348378;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5509385354;Fahrradparkplatz;Saarbrücken;Deutschland;7.0062127;49.2262174;OpenStreetMap;;"capacity: 5; fee: no"
Fahrradparkplatz 5509446201;Fahrradparkplatz;Saarbrücken;Deutschland;6.9999842;49.2271477;OpenStreetMap;;capacity: 4
Fahrradparkplatz 5509479147;Fahrradparkplatz;Saarbrücken;Deutschland;6.9969893;49.2310255;OpenStreetMap;;"capacity: 24; fee: no"
Fahrradparkplatz 5509479148;Fahrradparkplatz;Saarbrücken;Deutschland;6.9970739;49.2309998;OpenStreetMap;;"capacity: 14; fee: no"
Fahrradparkplatz 5509479152;Fahrradparkplatz;Saarbrücken;Deutschland;6.9974117;49.2309062;OpenStreetMap;;"capacity: 52; fee: no"
Fahrradparkplatz 5509779344;Fahrradparkplatz;Saarbrücken;Deutschland;6.9941135;49.2347633;OpenStreetMap;;capacity: 8
Fahrradparkplatz 5521231546;Fahrradparkplatz;Saarbrücken;Deutschland;6.9886599;49.2344477;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5521231556;Fahrradparkplatz;Saarbrücken;Deutschland;6.9887531;49.2342242;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5521367861;Fahrradparkplatz;Saarbrücken;Deutschland;6.9917113;49.2375193;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5521367863;Fahrradparkplatz;Saarbrücken;Deutschland;6.991795;49.2375486;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5521367887;Fahrradparkplatz;Saarbrücken;Deutschland;6.9910309;49.2378114;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5521382126;Fahrradparkplatz;Saarbrücken;Deutschland;6.9918352;49.2392849;OpenStreetMap;;capacity: 3
Fahrradparkplatz 5521382127;Fahrradparkplatz;Saarbrücken;Deutschland;6.9917726;49.2392874;OpenStreetMap;;capacity: 3
Fahrradparkplatz 5521389544;Fahrradparkplatz;Saarbrücken;Deutschland;6.9936812;49.2359681;OpenStreetMap;;"capacity: 20; fee: no"
Fahrradparkplatz 5523793355;Fahrradparkplatz;Saarbrücken;Deutschland;6.9967809;49.2286964;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5523793363;Fahrradparkplatz;Saarbrücken;Deutschland;6.9959322;49.2288395;OpenStreetMap;;"capacity: 22; fee: no"
Fahrradparkplatz 5534736260;Fahrradparkplatz;Saarbrücken;Deutschland;6.9946656;49.2351252;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5534825386;Fahrradparkplatz;Saarbrücken;Deutschland;6.9949464;49.2368218;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5534954511;Fahrradparkplatz;Saarbrücken;Deutschland;6.9939435;49.2381027;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5534954512;Fahrradparkplatz;Saarbrücken;Deutschland;6.9935446;49.2379346;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5534955125;Fahrradparkplatz;Saarbrücken;Deutschland;6.9939975;49.2372347;OpenStreetMap;;"capacity: 5; fee: no"
Fahrradparkplatz 5534955132;Fahrradparkplatz;Saarbrücken;Deutschland;6.9942517;49.2372493;OpenStreetMap;;"capacity: 8; fee: no"
Fahrradparkplatz 5534966610;Fahrradparkplatz;Saarbrücken;Deutschland;6.9932727;49.2369387;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 5541214149;Fahrradparkplatz;Saarbrücken;Deutschland;6.9975476;49.236255;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5541214150;Fahrradparkplatz;Saarbrücken;Deutschland;6.9974313;49.2362807;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5541304947;Fahrradparkplatz;Saarbrücken;Deutschland;6.9980216;49.2371203;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5541304948;Fahrradparkplatz;Saarbrücken;Deutschland;6.9979522;49.237142;OpenStreetMap;;"capacity: 3; fee: no"
Fahrradparkplatz 5541304949;Fahrradparkplatz;Saarbrücken;Deutschland;6.9979276;49.2369522;OpenStreetMap;;"capacity: 4; fee: no"
Fahrradparkplatz 5541304950;Fahrradparkplatz;Saarbrücken;Deutschland;6.997818;49.2369801;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5553496247;Fahrradparkplatz;Saarbrücken;Deutschland;6.9965836;49.2395009;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5553496251;Fahrradparkplatz;Saarbrücken;Deutschland;6.9968565;49.2393611;OpenStreetMap;;"capacity: 10; fee: no"
Fahrradparkplatz 5553496260;Fahrradparkplatz;Saarbrücken;Deutschland;6.9949708;49.2383481;OpenStreetMap;;capacity: 4
Fahrradparkplatz 5553496261;Fahrradparkplatz;Saarbrücken;Deutschland;6.9950838;49.2382888;OpenStreetMap;;capacity: 3
Fahrradparkplatz 5554816891;Fahrradparkplatz;Saarbrücken;Deutschland;6.997068;49.2387122;OpenStreetMap;;"capacity: 7; fee: no"
Fahrradparkplatz 5589561193;Fahrradparkplatz;Saarbrücken;Deutschland;6.9855535;49.2405865;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5599240805;Fahrradparkplatz;Saarbrücken;Deutschland;6.9985842;49.2360637;OpenStreetMap;;"capacity: 6; fee: no"
Fahrradparkplatz 5614454572;Fahrradparkplatz;Saarbrücken;Deutschland;6.9913272;49.240049;OpenStreetMap;;"capacity: 25; fee: no"
Fahrradparkplatz 5614454573;Fahrradparkplatz;Saarbrücken;Deutschland;6.9912311;49.2400668;OpenStreetMap;;"capacity: 30; fee: no"
Fahrradparkplatz 5616157646;Fahrradparkplatz;Saarbrücken;Deutschland;6.9834088;49.2411427;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5638385334;Fahrradparkplatz;Saarbrücken;Deutschland;6.9999727;49.2403861;OpenStreetMap;;"capacity: 12; fee: no"
Fahrradparkplatz 5646341165;Fahrradparkplatz;Saarbrücken;Deutschland;6.9831203;49.2403933;OpenStreetMap;;capacity: 10
Fahrradparkplatz 5646528268;Fahrradparkplatz;Saarbrücken;Deutschland;6.9797922;49.2399441;OpenStreetMap;;"capacity: 2; fee: no"
